1,0,0,String trim,Thread sleep,String intern,String substring,Integer valueOf,Double parseDouble,Object wait
1,0,0,arraycopy,garbageCollector,gc,garbageCollection,currentTimeMillis,garbage,garbageCollect
1,0,0,awt Component getGraphics,awt Container setBounds,awt Container addImpl,awt GraphicsEnvironment getAvailableGraphicsEnvironment,awt Component addNotify,awt Container validate,awt Component getComponents
1,0,0,Container setBounds,Component getBounds,Component addNotify,Container getComponents,Container addImpl,CardLayout setBounds,Graphics drawImage
1,0,0,lang Class newInstance,lang Class isAssignableFrom,lang Math pow,lang Class forName,lang Class cast,util stream Stream of,util Arrays asList
1,0,0,hashCode,equals,copyOf,cloneClass,deepToString,cloneObject,cloneOf
1,0,0,io BufferedReader readLine,util Scanner useDelimiter,lang System lineSeparator,lang String substring,lang System getProperty,util Scanner nextLine,util Scanner nextInt
1,0,0,String substring,System getProperty,Double parseDouble,String trim,Long parseLong,String valueOf,Character isWhitespace
1,0,0,Character isSpaceChar,Character isJavaIdentifierPart,String valueOf,String trim,Character isAlphabetic,String join,Character isJavaIdentifierStart
1,0,0,getBytes,substring,charAt,join,toLowerCase,getString,trim
1,0,0,awt Desktop getDesktop,lang Runtime getRuntime,lang Process waitFor,awt Desktop open,lang ProcessBuilder environment,awt Desktop exec,lang ProcessBuilder ProcessBuilder
1,0,0,availableProcessors,findRuntime,newCachedThreadPool,newTaskFor,newInstance,newTask, exec
0,1,0,readAllLines,list,walk FileTree,walkfileTree,walkDirectory,readAllDirectories,walkFileSystemTree
1,0,0,Files find,FileSystem getRootDirectories,Files list,Files readAllLines,Files walkDirectoryTree,Files walkFileSystemTree,Files lines
1,0,0,sortedList,reverse,max,swap,sortByInt,reverseSort, sort
1,0,0,util Comparator compare,util Arrays sort,lang Integer compare,lang String compareTo,util ArrayList add,util List sort,lang Integer valueOf
1,0,0,lang Long parseLong,lang String split,util Arrays asList,lang Double parseDouble,util Arrays sort,util Arrays toString,lang String toCharArray
1,0,0,intBitsToInt,intValue,getInt,toString,parseUnsignedInt,intBitsToUnsignedInt, parseInt
1,0,0,util HashMap size,lang System identityHashCode,util HashMap removeEldestEntry,util Map getOrDefault,lang String hashCode,util Map get,util HashMap remove
1,0,0,newSetFromMap,singletonMap,singleton,newMapFromMap,synchronizedSortedMap,checkedMap,unmodifiableHashtable
1,0,0,util Collections unmodifiableMap,util stream Collectors groupingBy,util Arrays asList,util HashMap removeEldestEntry,util stream Collectors toMap,util Map get,util Map removeEldestEntry
1,0,0,concurrent ConcurrentHashMap remove,stream Collectors groupingBy,concurrent ConcurrentHashMap removeEldestEntry,Arrays asList,stream Collectors toMap,HashMap removeEldestEntry,Arrays stream
1,0,0,nextGaussian,floor,nextAfter,nextDouble,pow,sqrt,nextLong
0,0,0,lang ThreadLocal random,util Random nextDouble,lang Thread currentThread,util concurrent ThreadLocalRandom current,util Random nextBoolean,lang System currentTimeMillis,lang ThreadLocal get
1,0,0,sleepUninterruptibly,sleep ( 0.1 ),currentThread,sleep ( 0.001 ),sleep ( 0.05 ),yield, sleep
1,0,0,System nanoTime,System sleep,Math sleep,Runnable run,Thread yield,Integer parseInt,String equals
0,0,1,util Random nextBoolean,util Random nextDouble,util Random nextGaussian,math BigInteger nextProbablePrime,io RandomAccessFile seek,math BigInteger nextBoolean,math BigInteger nextGaussian
1,0,0,nextGaussian,nextLong,nextFloat,nextDown,next,nextInteger,previousInt
1,0,0,setDefaultLookAndFeelDecorated,availableProcessors,setDefaultUncaughtExceptionHandler,setRuntime,newTaskFor,setDefaultUnicastRemoteObject,newInstance
1,0,0,reflect Method invoke,System getProperty,System currentTimeMillis,invoke Method invoke,System nanoTime,System setProperty,Object invoke
1,0,0,splitAsStream,toPattern,toLowerCase,getPattern,getMatch,toUpperCase,parse
1,0,0,lang String compile,lang String matches,lang String valueOf,lang String contains,lang String equals,util regex Pattern quote,lang String substring
1,0,0,util regex Pattern quote,lang Character isLetterOrDigit,lang Character isJavaIdentifierPart,lang Character isWhitespace,util StringTokenizer nextToken,lang StringTokenizer nextToken,lang Character isHighSurrogate
1,0,0,StringTokenizer nextToken,StringTokenizer getEnclosedElements,tokenize,charAt,getBytes,StringTokenizer getWordInstance,replaceAll
1,0,0,concurrent Executors newSingleThreadExecutor,concurrent ConcurrentHashMap putIfAbsent,concurrent Executors newWorkStealingPool,concurrent Executors newCachedThreadPool,concurrent ExecutorService invokeAll,Collections synchronizedSortedList,List remove
1,0,0,util concurrent ConcurrentHashMap putIfAbsent,lang Thread sleep,util concurrent Executors newSingleThreadExecutor,util concurrent atomic AtomicReference lazySet,util concurrent ExecutorService invokeAll,util concurrent atomic AtomicReference get,util concurrent Executors newCachedThreadPool
1,0,0,synchronizedSortedList,synchronizedSortedSet,newSortedSet,emptyList,newSortedList,shuffle,synchronizedMap
1,0,0,util Collections newListFromMap,util Collections shuffle,util concurrent ConcurrentHashMap putIfAbsent,util Collections newFixedThreadPool,util concurrent ConcurrentHashMap computeIfAbsent,util Collections synchronizedSortedList,util Collections sort
1,0,0,util Enum valueOf,awt EventQueue invokeLater,lang Class forName,lang String valueOf,lang Class name,lang Object toString,lang Object valueOf
1,0,0,getDeclaringClass,codePointAt,codePointForParsableProperty,getEnumValue,getEnumConstants,codePointForParity,codePointForParsableObject
1,0,0,Arrays equals,Arrays copyOf,Arrays deepEquals,Arrays copyOfNullable,Arrays toString,Arrays fill,Arrays stream
1,0,0,lang String compareToIgnoreCase,util Arrays asList,lang String equals,util Comparator compare,util Comparator comparing,lang Double parseDouble,lang String toCharArray
1,0,0,subList,setAll,removeAll,addLast,addFirst,putAll,set
1,0,0,Collections addAll,Arrays asList,Collections reverse,LinkedList addAll,List add,Collections top,Collections copy
1,0,0,util List get,util ArrayList ArrayList,lang System arraycopy,util List add,util stream Stream toArray,util Collections emptyList,lang Object toString
1,0,0,List get,Collections emptyList,stream Collectors toList,stream Stream toArray,stream Collectors toCollection,ArrayList ArrayList,stream Stream flatMap
0,1,0,util HashMap put,util Arrays asList,util HashMap get,lang Object toString,lang Class forName,util Map put,lang String valueOf
1,0,0,toBinaryString,numberOfLeadingZeros,parseUnsignedInt,numberOfTrailingZeros,MAX,toHexString,intValue
1,0,0,reflect Method getGenericParameterTypes,reflect Proxy newProxyInstance,reflect Method getDeclaringClass,reflect Method isBridge,Class isInterface,reflect Method getGenericReturnType,Object getClass
1,0,0,lang Class isInterface,util Collections sort,awt event ActionListener actionPerformed,awt event MouseEvent getClickCount,util Arrays asList,lang reflect Method invoke,lang Object getClass
0,1,0,stream IntStream range,Collections shuffle,List subList,stream Stream mapToObj,stream Stream map,stream Collectors toList,Arrays asList
1,0,0,unmodifiableList,binarySearch,nCopies,reverseOrder,swap,singletonList,sortedList
1,0,0,BigInteger modInverse,Integer pow,Math log,Integer parseInt,Double toString,Math abs,String format
1,0,0,math BigInteger valueOf,math BigInteger addProbablePrime,math BigInteger toByteArray,math BigInteger BigInteger,math BigInteger addExact,math BigInteger add,math BigDecimal add
1,0,0,awt Color RGBtoHSB,util Comparator comparing,lang Integer parseInt,util Comparator compare,lang String compareToIgnoreCase,lang String compare,lang Math min
1,0,0,TreeSet TreeSet,Collections reverseOrder,Comparator compare,Collections shuffle,Locale getDefault,TreeSet lowerKey,TreeSet subSet
0,0,0,net ssl HttpsURLConnection setSoTimeout,swing JOptionPane showMessageDialog,xml bind JAXBContext newInstance,net ssl HttpsURLConnection setHostnameVerifier,net ssl SSLSocket setEnabledCipherSuites,net ssl SSLSocket setHandshakeHandshakeStatus,net ssl HttpsURLConnection setDefaultSSLSocketFactory
0,0,0,ssl HttpsURLConnection setInstanceFollowRedirects,ssl SSLSocket getHandShakeStatus,ssl SSLSocket getSession,ssl SSLSocket setSoTimeout,ssl SSLSocket setHandshakeHandshakeMode,ssl HttpsURLConnection setSoTimeout,ssl SSLSocket setHandshakeStatus
0,1,0,awt Desktop getDesktop,awt event MouseEvent getClickCount,awt CardLayout show,awt event ComponentEvent getComponent,lang Integer parseInt,awt event ActionEvent getActionCommand,awt Component requestFocus
1,0,0,System exit,Math random,Math min,Thread yield,Double parseDouble,Character isWhitespace,System lineSeparator
0,0,0,concurrent Consumer accept,Optional ofNullable,stream Collectors toList,stream LongConsumer accept,consumer Consumer accept,stream IntStream of,stream IntStream range
0,0,0,Executors newSingleThreadExecutor,BlockingQueue peek,BlockingQueue offer,package-summary MemoryVisibility,BlockingQueue drainTo,Executors newFixedThreadPool,Consumer accept
1,0,0,lang System gc,lang Math random,lang System currentTimeMillis,lang Math pow,util concurrent Executors newWorkStealingPool,util concurrent Executors newSingleThreadExecutor,util Collections shuffle
1,0,0,currentThread,interrupted,stop,suspend,interrupt,join, sleep
1,0,0,util stream Collectors groupingBy,util List sort,util Comparator compare,util Comparator comparingByValue,util List add,util Arrays asList,lang String compareTo
1,0,0,Comparator comparing,List sort,Arrays asList,List add,Arrays stream,Collection sort,Arrays binarySearch
1,0,0,util Scanner nextLine,util regex Pattern compile,lang Character isHighSurrogate,util regex Pattern quote,lang Character isJavaIdentifierStart,util Scanner next,lang Character isLetterOrDigit
1,0,0,String contains,String equals,String split,String substring,Integer parseInt,String replaceAll,Math pow
1,0,0,net Socket setSoTimeout,lang System currentTimeMillis,util concurrent Executors newSingleThreadExecutor,util concurrent ScheduledExecutorService scheduleAtFixedRate,util concurrent Executors newCachedThreadPool,util concurrent ScheduledThreadPoolExecutor scheduleAtFixedRate,util concurrent Executors newSingleThreadScheduledExecutor
1,0,0,System setSoTimeout,Throwable fillInStackTrace,Object wait,Runnable run,System setOut,System timeout,System setProperty
1,0,0,awt Component requestFocus,awt Component addPauseListener,awt event ComponentEvent getComponent,awt Component pause,lang System currentTimeMillis,util Timer scheduleAtFixedRate,awt Window pack
1,0,0,stop,sleepUninterruptibly,interrupted,interrupt,sleepWithinUncaughtExceptionHandler,sleepWithinHorizon,sleepWithinUninterruptibly
1,0,0,util regex Pattern compile,lang String String,util Scanner next,util regex Pattern split,util String split,util regex Pattern DOTALL,lang String trim
1,0,0,trim,charAt,getBytes,getSplit,isEmpty,getString,getsplit
1,0,0,util ArrayList get,util ArrayList trimToSize,util Arrays asList,util ArrayList ensureCapacity,util Collections unmodifiableList,lang System arraycopy,util List subList
1,0,0,singletonList,nCopies,sort, synchronizedList,newListFromMap,singleton,copy
1,0,0,lang String equals,util Arrays toString,util Arrays equals,lang Object equals,util Arrays binarySearch,lang Integer parseInt,util Collection contains
1,0,0,Arrays toString,Arrays deepEquals,Arrays binarySearch,Collection contains,Arrays sort,List contains,Arrays copyOfRange
1,0,0,resetOnExit, reset,resetOnClose,reset,resetIfDone,markSupported,resetIfPresent
1,0,1,lang System gc,io ByteArrayOutputStream reset,lang Object reset,io OutputStream reset,io InputStream reset,io ObjectOutputStreamreset,io ByteArrayOutputStream toByteArray
1,0,0,sleepWithinPhoton,sleepWithinPhotonHorizon,sleepWithinPhotonView,sleepUncaughtExceptionHandler,suspend, sleep,sleep
1,0,0,System sleep,Threadsleep,Runnable run, Thread sleep,Thread yield,System nanoTime,Thread start
1,0,0,shuffle,reverse,max,frequency,reverseSort,sortBy,listSort
1,0,0,lang String compareTo,lang Integer compare,util Comparator compare,util Collections reverseOrder,lang String compareToIgnoreCase,util Collection sort,util Comparator comparingDouble
1,0,0,util Arrays stream,util Arrays binarySearch,lang String matches,lang String compareTo,util Comparator comparing,lang String contains,util stream Stream of
1,0,0,Arrays sort,deepEquals,stream,deepToString,compare,sortedList,toString
1,0,0,util Comparator compare,lang Modifier compare,lang reflect Modifier isSynthetic,lang reflect Modifier compare,lang Integer parseInt,lang Class getDeclaredMethods,lang reflect Modifier isProtected
1,0,0,deepToString,deepEquals, sort,stream,compare,deepSort,toString
0,1,0,util Arrays sort,lang String equals,util Arrays asList,lang String lastIndexOf,util regex Pattern quote,util Arrays equals,util regex Pattern compile
0,1,0,endsWith,compareTo,hashCode,equals,compareToIgnoreCase,substring,matches
1,0,0,Object getClass,Class asSubclass,reflect Method invoke,Class getDeclaredConstructor,reflect Proxy newProxyInstance,Class getConstructor,reflect Method newInstance
1,0,0,forName,getConstructor,getNewInstance,getInstantiatedConstructor,isInstance,getInstantiationClass,getSuperclass
1,0,0,util Formatter syntax,text NumberFormat getCurrencyInstance,lang Math pow,util Locale getDefault,lang Object toString,lang Long toString,util Arrays toString
1,0,0,getNumberOfLeadingZeros,getNumericValue,getNumberFormat,getNumberOfTrailingZeros,getFormat,getFormattedString,Format
1,0,0,isShowing,setAlwaysOnTop,EXIT,repaint,getContentPane,getDefaultCloseOperation,isAlwaysOnTop
0,0,0,JFrame setDefaultCloseOperation,JOptionPane showOptionDialog,JOptionPane showConfirmDialog,SwingUtilities invokeLater,SwingUtilities windowForComponent,SwingUtilities getWindowAncestor,JWindow setDefaultCloseOperation
1,0,0,util concurrent ConcurrentHashMap computeIfAbsent,util concurrent Future get,awt EventQueue invokeLater,util concurrent atomic AtomicLong accumulateAndGet,nio channels FileChannel transferFrom,lang System currentTimeMillis,util concurrent ExecutorService invokeAll
1,0,0,Thread sleep, System nanoTime,Math nanoTime,Object wait,Math random,String format,Math pow
1,0,0,System getProperty,String equals,System setOut,Integer parseInt,System lineSeparator,Object equals,String split
1,0,0,awt Desktop browse,lang String equals,lang System exit,io BufferedReader readLine,lang Integer parseInt,awt Desktop open,lang System setProperty
1,0,0,lang String String,lang String trim,io BufferedReader readLine,lang String StringBuffer StringBuffer,lang String substring,lang String split,lang String valueOf
1,0,0,substring,valueOf,length,split,read,replace,toString
1,0,0,emptySet,newSetFromMap,emptyMap,singletonList,nCopies,empty,singleton
1,0,1,util List isEmpty,util Collections unmodifiableList,util ArrayList ArrayList,util Collections emptyMap,util Collections singletonList,util Collections emptySet,util Arrays asList
1,0,0,util regex Pattern quote,io BufferedReader readLine,lang String split,lang Character isWhitespace,util Scanner nextLine,util Scanner next,lang System getProperty
1,0,0,String substring,Character isWhitespace,String replaceAll,System getProperty,Math trim,Math min,StringBuilder trim
1,0,0,lang String indexOf,util Arrays copyOfRange,lang String lastIndexOf,lang String split,io BufferedReader readLine,lang Integer parseInt,lang String valueOf
1,0,0,length,valueOf,startsWith,format,getBytes,charAt,getCharAt
0,1,0,sort,fill,copyOfRange,copyOf,format,equals,hashCode
0,1,0,Collections sort,Arrays asList,Arrays copyOf,Arrays fill,Arrays equals,Formatter syntax,List get
1,0,0,showInputDialog,showMessageDialog,showOpenDialog, showConfirmDialog,ShowConfirmDialog,requestFocus,showDialog
1,0,0,swing SwingUtilities windowForComponent,swing UIManager put,swing SwingUtilities requestFocus,swing JComponent requestFocus,swing JOptionPane showMessageDialog,swing UIManager setLookAndFeel,swing SwingUtilities requestFocusInWindow
0,1,0,replaceFirst,valueOf,replaceIf,intern,toCharArray,replaceLast,replaceEach
1,0,0,String format,StringBuilder replace,Character isHighSurrogate,String replaceFirst,Character isJavaIdentifierPart,System lineSeparator,Character isSpaceChar
1,0,0,replace,contains,indexOf,replaceFirst,startsWith,match,regex
1,0,0,String contains,String replace,String indexOf,Integer parseInt,String regex,String substring,String match
1,0,0,System exit,ProcessBuilder redirectOutput,Process getInputStream,ProcessBuilder directory,System setOut,Process getOutputStream,Process getErrorStream
1,0,0,lang Process waitFor,awt Desktop getDesktop,lang ProcessBuilder directory,awt Desktop open,lang Process getOutputStream,lang System exit,lang ProcessBuilder redirectOutput
1,1,0,util stream Collectors toList,util List retainAll,util Collections unmodifiableSet,util List toArray,lang System arraycopy,util stream Stream flatMap,lang Collections unmodifiableList
1,1,0,List retainAll,Arrays asList,Collections unmodifiableCollection,stream Stream flatMap,Collections unmodifiableSet,stream Collectors toSet,stream Collectors toCollection
1,0,0,replaceAll,substring,lastIndexOf,replaceLast,charAt,startsWith,split
0,0,0,String indexOf,String replaceFirst,String lastIndexOf,String substring,Character isDigit,StringBuilder replace,Character toLowerCase
1,0,0,System currentTimeMillis,Runnable run,System sleep,Thread join,Thread interrupt,System nanoTime,String equals
1,0,0,suspend,join,interrupted, sleep,sleepUninterruptibly,synchronization,interrupt
0,0,1,lang String String,lang String substring,lang String charAt,lang Character getNumericValue,util Arrays toString,lang Object toString,lang Math round
0,1,0,String String,String charAt,String substring,System currentTimeMillis,Object toString,Long toString,Character toString
1,0,0,write,getTotalBytes,getTransferFrom,getTotalTransferSize,getTransferLength,getTotalSpace,getLength
1,0,0,channels ReadableByteChannel transferFrom,file Files newByteChannel,channels WritableByteChannel transferFrom,channels FileChannel transferTo,file Files newChannel,channels Channels transferFrom,channels ReadableByteChannel write
1,0,0,Runtime getRuntime,System out,System exit,System lineSeparator,Thread sleep,System getProperty,Object toString
1,0,0,lang String format,lang Runtime getRuntime,lang Runtime exec,io BufferedReader readLine,util Scanner Scanner,lang System out,io PrintWriter println
1,0,0,net DatagramPacket getLength,nio channels DataInputStrem write,nio channels ReadableByteChannel read,nio channels ReadableByteChannel write,io DataInputStream readFully,io DataInputStrem read,nio channels DataInputStrem readFully
1,0,0,skip,readLine,skipBytes,advanceToContentLength,dataInputStrem,advanceToEnd,dataInput
0,1,0,Comparator comparingDouble,Comparator compare,Comparator comparingInt,Comparator thenComparing,Collections reverseOrder,Comparator reverseOrder,TreeSet TreeSet
1,0,0,reverseOrder,sortedList,compare, sort,toString,equals,binarySearchChar
1,0,0,parseInt,getString,toBinaryString,stringValue,intValue,StringValue,toString
1,0,0,lang Character getNumericValue,util Arrays toString,lang Long toString,lang Double toString,lang Integer valueOf,lang Math round,lang Integer toHexString
1,0,0,String format,Integer parseInt,Double parseDouble,Math round,Math min,Math random,Math sin
1,0,0,synchronization,sleepWithinHorizon,interrupted, sleep,yield,suspend,sleepAtFixedRate
1,0,0,compare,listsort,max,frequency,swap,listIterator,listOrder
1,0,0,util Comparator compare,util List compareTo,util List contains,util ArrayList compareTo,util ArrayList contains,util List indexOf,util ArrayList get
1,0,0, Math random,System currentTimeMillis,Double toString,Integer toHexString,String format,Integer toString,Float random
1,0,0,nextAfterPowerOfTen,nextInt,nextAfter,nextGaussian,random ; return,abs,random ; return Math random
1,1,0,getUncaughtExceptionHandler,getLocalizedThreadId,getLocalId,getLocalizedThread,getUndecorated,getLocalThread,getThreadId
1,0,0,System currentTimeMillis,Object equals,Integer parseInt,Thread id,System nanoTime,Throwable getStackTrace,Object toString
1,0,0,sleep ( 100 ),sleep ( 1000 ),sleep ( 10 ),sleep ( 50 ),sleep ( 1000 ) ;,yield,currentThread
0,0,0,lang Thread sleep,awt Image getScaledInstance,awt ImageView getGraphics,awt Window pack,awt Toolkit getImage,awt Component requestFocus,awt image BufferedImage getSubimage
1,0,0,lang Character toString,lang String charAt,net URLEncoder encode,nio charset Charset defaultCharset,lang Integer valueOf,util String valueOf,util Arrays toString
1,0,0,Integer valueOf,Character toString,Char valueOf,String format,String substring, Character valueOf,Double valueOf
1,0,0,util concurrent Executors newSingleThreadExecutor,lang System currentTimeMillis,util concurrent Executors newScheduledThreadPool,util concurrent Executors newWorkStealingPool,lang Thread sleep,util concurrent Executors newCachedThreadPool,util concurrent Executors newSingleThreadScheduledExecutor
1,0,0,nanotime,nanoTimenanoTime,getnanoTime,nanoTimeMillis,getProperty,nanoTimecurrentTimeMillis,gc
1,0,0,openStream,setRequestProperty,setQuery,toURL,setURLStreamFactory,setURLStreamHandler,setRequestMethod
0,0,1,net HttpURLConnection setFixedLengthStreamingMode,net HttpURLConnection setFollowRedirects,net HttpURLConnection addRequestProperty,net HttpURLConnection setChunkedStreamingMode,net DatagramSocket connect,net HttpURLConnection getResponseCode,io InputStream available
1,0,0,Object wait,Thread yield,Threadsleep, Thread sleep,String equals,System nanoTime,Thread start
1,0,0,awt EventQueue invokeLater,util concurrent Executors newScheduledThreadPool,util concurrent ScheduledExecutorService scheduleAtFixedRate,util concurrent ScheduledExecutorService scheduleWithFixedDelay,util concurrent Future get,util concurrent Thread sleep,util concurrent Executors newSingleThreadScheduledExecutor
1,0,0,concurrent locks ReentrantLock isHeldByCurrentThread,concurrent locks ReentrantLock tryLock,concurrent ConcurrentHashMap computeIfAbsent,concurrent locks ReentrantReadWriteLock ReentrantReadLock,concurrent locks ReentrantLock unlock,concurrent locks ReentrantLock isHeldLock,concurrent locks ReentrantReadWriteLock readLock
1,0,0,unmodifiableMap,synchronizedSortedMap, synchronizedMap,concurrentMap,synchronizedHashMap,synchronizedList,concurrentHashMap
1,0,0,table AbstractTableModel fireTableRowsInserted,JTable executeUpdate,table AbstractTableModel fireTableCellUpdated,JTable executeBatch,JTable addTableModelListener,JTable addTableModel,JTable JTable
0,0,0,swing table AbstractTableModel fireTableRowsInserted,swing table DefaultTableModel addRow,swing SwingUtilities invokeLater,swing JTable executeUpdate,xml bind DatatypeConverter parseDateTime,swing table AbstractTableModel fireTableCellUpdated,xml bind DatatypeConverter parseHexBinary
1,0,0,getSimpleName,getDeclaredMethods,getResourceAsStream,asSubclass,getDeclaredMethod,getName,newInstance
1,0,0,util Class forName,net URLClassLoader setURLStreamHandlerFactory,net URLClassLoader newInstance,util Arrays asList,awt Desktop open,io BufferedReader readLine,awt Desktop getDriver
1,0,0,Throwable getSuppressed,Throwable getCause,Runtime exec,Throwable printStackTrace,Integer parseInt,String equals,Throwable initCause
1,0,0,getProperty,open, setProperty,console,getProperties,getenv,waitFor
1,0,0,util Arrays copyOfRange,nio ByteBuffer asFloatBuffer,util Collections copy,nio ByteBuffer wrap,langSystem arraycopy,nio ByteBuffer asIntBuffer,util Arrays copy
1,0,0,String toCharArray,String valueOf,String split,Math pow,Object clone,Thread sleep,String String
1,0,0,lang Class getDeclaredMethod,lang Class getMethod,util Arrays asList,lang Class newInstance,lang Class cast,lang Class isAssignableFrom,lang Class getDeclaredMethods
1,0,0,InvocationTargetException getCause,Constructor newInstance,Parameter is,Field set,Field get,Method getParameterTypes,Member is
1,0,0,System setConsole,Thread setDaemon,System setOut,System setErr,Thread currentThread,Runtime exec,Runtime getRuntime
1,0,0,setOut,exit,setErr, console,setconsole,set console,Console console
1,0,0,StringTokenizer nextToken,String toCharArray,StringTokenizer nextTokenizer,StringTokenizer useDelimiter,String trim,Character isWhitespace,StringTokenizer split
1,0,0,getsplit,tokenize,lastIndexOf,replaceAll,getSplit,indexOf,getString
1,0,0,String valueOf,Integer toString,System nanoTime,Long toString,Math floor,System currentTimeMillis,Float toString
1,0,0,lang String valueOf,lang Math round,util Arrays fill,util Formatter syntax,util Locale setDefault,util Date toString,util Locale getDefault
1,0,0,stream,asListasList,copyOfRange,asReadOnlyList,copyOfList,toString, asList
1,0,0,List get,List add,stream Collectors toCollection,stream Stream mapToInt,stream Stream mapToObj,Collections sort,stream Collectors toList
1,0,0,util ArrayList toArray,util List toArray,util Arrays toString,util Arrays stream,util Collections emptyList,util Arrays fill,util Collection toArray
0,1,0,String split,Integer parseInt,Object toString,Math pow,Class newInstance,String charAt,reflect Array newInstance
0,1,0,readAllLines,readLines,readNextLine,readAll,readline,skip,ready
1,0,0,nio channels FileChannel read,nio file Files lines,nio channels FileChannel transferFrom,nio file Files readAllLines,lang System currentTimeMillis,lang System nanoTime,io RandomAccessFile readLine
1,0,0,of,withDayOfMonth,from,toString,valueOf,parseLocalDate,atZone
1,0,0,format DateTimeFormatter ISO,LocalDateTime parse,ZoneId systemDefault,format DateTimeFormatter parse,OffsetDateTime parse,format DateTimeFormatter RFC,Instant parse
1,0,0,util Comparator compare,util Arrays sort,lang Class forName,lang Integer compare,lang String compareToIgnoreCase,lang Class isAssignableFrom,lang Class sort
1,0,0,TreeSet TreeSet,Comparator compare,List sort,TreeSet sort,Collection sort,Comparator comparingDouble,TreeSet subSet
1,0,0,System getenv,System getProperty,System getEnv,ProcessBuilder environmentVariable,Integer valueOf,Runtime exec,ProcessBuilder redirectErrorStream
